cell,scenario,method,segment,mean,std,count,alpha
frac0.1,A,in,post,0.06850301604916666,0.010429862079707584,50,0.1
frac0.1,A,in,pre,0.06998475699819262,0.010845952720716746,50,0.1
frac0.1,A,legs,all,0.06915394823734705,0.0036137466389269362,50,0.0
frac0.1,A,legs,post,0.07030740661286887,0.010719777392067269,50,0.0
frac0.1,A,legs,pre,0.07182726424476839,0.011129519622712069,50,0.0
frac0.1,A,point,all,0.202395591834272,0.022339853294851074,50,3.0
frac0.1,A,point,post,0.2055845127622922,0.03463550852155565,50,3.0
frac0.1,A,point,pre,0.21009226490976907,0.03786321072252547,50,3.0
frac0.1,B,cur,all,0.061971506403730225,0.002475583128957428,50,0.1
frac0.1,B,cur,post,0.06326839814441212,0.009418884944104932,50,0.1
frac0.1,B,cur,pre,0.06401650376575617,0.009149363339360589,50,0.1
frac0.1,B,hist,all,0.06300170611751214,0.002551955587258762,50,0.1
frac0.1,B,hist,post,0.06330964057781557,0.009413663615575028,50,0.1
frac0.1,B,hist,pre,0.06600424157080186,0.008858450909787884,50,0.1
frac0.1,B,in,all,0.0630012882011118,0.002552628195805359,50,0.1
frac0.1,B,in,post,0.06330853349018763,0.0094145867731503,50,0.1
frac0.1,B,in,pre,0.06600467162885236,0.008858768677290442,50,0.1
frac0.1,B,legs,all,0.06388546852022478,0.002070224048748188,50,0.0
frac0.1,B,legs,post,0.06519352360048335,0.009676567260981919,50,0.0
frac0.1,B,legs,pre,0.06608526788258723,0.009596238963525251,50,0.0
frac0.1,B,point,all,0.2279197307796048,0.022186217007010643,50,3.0
frac0.1,B,point,post,0.2055845127622922,0.03463550852155565,50,3.0
frac0.1,B,point,pre,0.2584168810484023,0.03272350924360237,50,3.0
frac0.25,A,cur,all,0.0759587315208909,0.007566332588221662,50,0.03
frac0.25,A,cur,post,0.07740505655527445,0.013981203786485683,50,0.03
frac0.25,A,cur,pre,0.0777834305662704,0.012864673515825606,50,0.03
frac0.25,A,hist,all,0.07519122184887543,0.008000689089744616,50,0.1
